IdRup;Rup;OficinaId;CoordenadaX;CoordenadaY;Huso;Latitud;Longitud;PesoContagio;PesoMasaEntrada;PesoMasaSalida;NivelVigilancia;ProtocoloLab;CantidadNegativosLab;CantidadPositivosLab;ProtocoloPc;CantidadNegativosPc;CantidadPositivosPc;TodosNegativosLab;AlMenosUnPositivoLab;TodosNegativosPc;AlMenosUnPositivoPc;CodigoTERubro;RiesgoMovimiento;TextoRiesgoMovimiento;PREDICCION
126917;04.3.03.0297;13;327868;6588534;19;-30.823851756722497;-70.79962874888265;1;1;1;2;210757;10;0;0;0;0;1;0;0;0;119;S/I;S/I;3
211952;04.2.03.0331;14;276250;6474131;19;-31.846593433322152;-71.36461540471107;5;0;0;1;0;0;0;206620;54;0;0;0;1;0;12;S/I;S/I;3
65253;04.3.03.0090;13;351135;6571553;19;-30.980170983026163;-70.55893636354803;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
348771;04.3.03.0716;13;335779;6568380;19;-31.00674844467016;-70.72020191698563;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
337307;04.2.03.0456;14;264614;6475042;19;-31.836037427695107;-71.48726893881935;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
168393;04.2.04.1150;14;312958;6474065;19;-31.853808192471384;-70.97691050033606;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
328018;04.3.02.0460;13;319953;6567234;19;-31.014768919509653;-70.88610892907653;1;1;1;0;0;0;0;0;0;0;0;0;0;0;119;S/I;S/I;10
337305;04.2.03.0454;14;264080;6458202;19;-31.987711950011043;-71.49700570961808;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
349070;04.2.03.0493;14;282209;6443040;19;-32.12801826282401;-71.3086966985019;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
356741;04.2.03.0518;14;281727;6444948;18;-32.11072578579595;-77.31336845202317;5;1;1;1;178607;4;0;0;0;0;1;0;0;0;12;S/I;S/I;4
101856;04.3.03.0213;13;311919;6593500;19;-30.776644552895984;-70.9653833494963;5;1;1;3;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;2
363953;04.2.01.1356;14;297150;6498500;18;-31.63079963716641;-77.13882359778546;1;1;1;0;0;0;0;0;0;0;0;0;0;0;119;S/I;S/I;10
181155;04.2.04.1171;14;346741;6467001;19;-31.922562387895777;-70.6210979301661;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
336893;04.1.03.0047;12;290473;6660547;19;-30.16846627943411;-71.1758661547479;1;1;1;0;0;0;0;0;0;0;0;0;0;0;119;S/I;S/I;10
4790;04.1.05.0030;12;355741;6665753;19;-30.130991945281636;-70.49760841363309;1;1;1;0;0;0;0;0;0;0;0;0;0;0;119;S/I;S/I;10
68746;04.1.05.0039;12;356935;6660367;19;-30.179721729157958;-70.48594496150092;1;1;1;0;0;0;0;0;0;0;0;0;0;0;119;S/I;S/I;10
144249;04.1.05.0148;12;355879;6672443;19;-30.07065520393153;-70.49526723138118;1;1;1;0;0;0;0;0;0;0;0;0;0;0;119;S/I;S/I;10
135570;04.1.05.0141;12;356881;6660944;19;-30.174510074038412;-70.48642752447884;1;1;1;0;0;0;0;0;0;0;0;0;0;0;119;S/I;S/I;10
12173;04.1.05.0094;12;356048;6670033;19;-30.092416757893353;-70.49384108341545;1;1;1;0;0;0;0;0;0;0;0;0;0;0;119;S/I;S/I;10
139013;04.1.05.0143;12;357336;6658857;19;-30.193391038918097;-70.48198510687106;1;1;1;0;0;0;0;0;0;0;0;0;0;0;119;S/I;S/I;10
94193;04.1.05.0033;12;356212;6654623;19;-30.231454516045545;-70.49423500239138;1;1;1;0;0;0;0;0;0;0;0;0;0;0;119;S/I;S/I;10
353469;04.1.05.0201;12;355978;6666466;19;-30.12458775819082;-70.49505178803588;1;1;1;0;0;0;0;0;0;0;0;0;0;0;119;S/I;S/I;10
87984;04.1.05.0095;12;353161;6676972;19;-30.029473813065934;-70.5228330962249;1;1;1;0;0;0;0;0;0;0;0;0;0;0;119;S/I;S/I;10
90505;04.1.05.0005;12;355663;6665215;19;-30.135836183491083;-70.4984912566403;1;1;1;0;0;0;0;0;0;0;0;0;0;0;119;S/I;S/I;10
353680;04.3.05.0257;13;284057;6674392;18;-30.042496836149436;-77.2396334880414;1;1;1;0;0;0;0;0;0;0;0;0;0;0;119;S/I;S/I;10
107744;04.1.05.0117;12;375434;6803444;19;-28.89077917709275;-70.27751502223894;1;1;1;0;0;0;0;0;0;0;0;0;0;0;119;S/I;S/I;10
32234;04.2.04.0154;14;343942;6474308;19;-31.85628508390233;-70.64951855498164;1;1;1;0;0;0;0;0;0;0;0;0;0;0;119;S/I;S/I;10
4993;04.2.04.0248;14;347394;6465408;19;-31.937016512258698;-70.61444425692879;5;1;1;3;163501;19;0;0;0;0;1;0;0;0;12;S/I;S/I;1
364358;04.3.01.1045;13;250417;6566573;18;-31.00803648488834;-77.61415415410559;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
132197;04.3.04.0136;13;327851;6639247;19;-30.366451395037195;-70.79137000579426;1;1;1;0;0;0;0;0;0;0;0;0;0;0;119;S/I;S/I;10
87446;04.2.04.0340;14;314065;6485159;19;-31.753957403109155;-70.96309907883095;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
86473;04.3.01.0108;13;273685;6598875;19;-30.72151568414286;-71.36346882962746;1;1;1;0;0;0;0;0;0;0;0;0;0;0;119;S/I;S/I;10
366063;04.2.04.1600;14;339269;6469804;18;-31.896252093016642;-76.69963914415435;1;1;1;0;0;0;0;0;0;0;0;0;0;0;119;S/I;S/I;10
366185;04.2.04.1601;14;318412;6487498;18;-31.733565175892892;-76.91679108666996;1;1;1;0;0;0;0;0;0;0;0;0;0;0;119;S/I;S/I;10
65212;04.2.04.0067;14;346344;6469847;19;-31.896842655430486;-70.62484453756329;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
127802;04.2.04.1013;14;306149;6485110;19;-31.753084301142337;-71.04664122943775;1;1;1;0;0;0;0;0;0;0;0;0;0;0;119;S/I;S/I;10
114001;04.2.04.0912;14;341470;6469416;19;-31.90006018233368;-70.67643682578097;1;1;1;0;0;0;0;0;0;0;0;0;0;0;119;S/I;S/I;10
364304;04.2.01.1360;14;299756;6486388;18;-31.740459961266332;-77.11383680225514;1;1;1;2;164657;9;0;0;0;0;1;0;0;0;119;S/I;S/I;3
172573;04.1.05.0152;12;355861;6666184;19;-30.127117947194083;-70.4963043533741;1;1;1;0;0;0;0;0;0;0;0;0;0;0;119;S/I;S/I;10
347636;04.1.02.0348;12;284986;6669841;19;-30.083699885859026;-71.23092512639926;1;1;1;0;0;0;0;0;0;0;0;0;0;0;119;S/I;S/I;10
366255;04.3.01.1078;13;279081;6602570;19;-30.689214075576157;-71.30636286083553;1;1;1;0;0;0;0;0;0;0;0;0;0;0;119;S/I;S/I;10
346959;04.1.01.0462;12;288699;6688950;19;-29.912023249765937;-71.18863765389094;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
4545;04.2.01.0021;14;311584;6525885;19;-31.386325306205112;-70.98149570404242;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
21842;04.2.01.0268;14;295773;6480337;19;-31.79430994084741;-71.15712331703728;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
24060;04.2.01.0316;14;295813;6469919;19;-31.88824182424465;-71.15888821659428;5;1;1;1;163506;4;0;0;0;0;1;0;0;0;12;S/I;S/I;4
323843;04.2.02.0592;14;267350;6501455;19;-31.598514991619332;-71.45210239746733;5;1;1;1;164811;2;0;0;0;0;1;0;0;0;12;S/I;S/I;4
77728;04.2.03.0001;14;267600;6443665;19;-32.119466978933744;-71.46328930458155;5;0;0;3;173771;3;0;200016;65;0;0;0;1;0;12;S/I;S/I;1
354746;04.2.03.0509;14;276820;6442235;18;-32.13422005641709;-77.36596899625596;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
12052;04.2.04.0306;14;348615;6470351;19;-31.892602077619628;-70.60075912004216;5;1;1;1;162394;3;0;0;0;0;1;0;0;0;12;S/I;S/I;4
24308;04.2.04.0360;14;305186;6480877;19;-31.791086612373142;-71.05764780585913;5;0;0;3;191939;40;0;195630;77;0;0;0;1;0;12;S/I;S/I;1
85667;04.3.01.0045;13;285918;6600518;19;-30.708964052386865;-71.23545873125754;5;1;1;1;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;7
349455;04.3.02.0523;13;298156;6556530;19;-31.107749626519894;-71.11645879591185;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
111851;04.2.02.0168;14;269062;6501479;19;-31.598643647236965;-71.43406642367009;5;1;1;2;164820;6;0;0;0;0;1;0;0;0;12;S/I;S/I;3
355611;04.2.02.0728;14;346425;6469991;19;-31.895554962702253;-70.62396548934815;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
17338;04.2.01.0147;14;325878;6508438;19;-31.545895770496177;-70.83430556137291;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
358026;04.2.01.1299;14;283910;6493141;18;-31.676697593165446;-77.27951269155501;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
132977;04.2.01.0806;14;282746;6486829;19;-31.73338024847972;-71.293183609998;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
113912;04.2.04.0910;14;345983;6469511;19;-31.89982395003879;-70.62871400238258;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
93373;04.2.04.0167;14;341705;6469247;19;-31.901616992319884;-70.67398022564493;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
352252;04.2.01.1231;14;314271;6503051;19;-31.592659000271315;-70.95753675194563;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
55235;04.2.01.0086;14;306607;6503985;19;-31.58297454463887;-71.03808729810434;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
352288;04.2.01.1234;14;310374;6504765;19;-31.576568255318936;-70.99825912919512;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
72476;04.2.01.0236;14;330871;6516508;19;-31.473863050681086;-70.78034772602909;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
67374;04.2.04.0134;14;314083;6485233;19;-31.753293083697265;-70.96289504558082;5;1;1;1;163658;1;0;0;0;0;1;0;0;0;12;S/I;S/I;4
67866;04.2.04.0092;14;326598;6487318;19;-31.736458420336394;-70.83045245515325;5;1;1;3;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;2
24122;04.2.04.0324;14;321320;6488548;19;-31.724554899782696;-70.88591753562167;5;1;1;1;171196;2;0;0;0;0;1;0;0;0;12;S/I;S/I;4
88297;04.2.04.0643;14;337531;6488490;19;-31.72749432490424;-70.71489325299606;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
4718;04.2.04.0141;14;348545;6463209;19;-31.957002039100214;-70.60261601270956;5;1;1;3;163499;20;0;0;0;0;1;0;0;0;12;S/I;S/I;1
65133;04.1.01.0039;12;299675;6683047;19;-29.967098452966855;-71.07611882637907;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
337116;04.1.01.0441;12;299027;6682116;19;-29.97538883641281;-71.08300605487314;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
125829;04.1.05.0132;12;352880;6679455;19;-30.007039980653275;-70.52540346622051;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
149457;04.1.06.0248;12;319274;6693177;19;-29.878771443619588;-70.87138471720398;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
42427;04.2.01.0033;14;306288;6501332;19;-31.60684203967147;-71.04196926700975;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
42448;04.2.01.0080;14;304968;6503773;19;-31.584609458431782;-71.05539257181425;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
17296;04.2.01.0107;14;298451;6499527;19;-31.621769095243934;-71.12490353247654;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
68643;04.2.01.0166;14;327018;6509250;19;-31.53874493511084;-70.8221590057346;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
98974;04.2.01.0376;14;327303;6509152;19;-31.539671423157387;-70.81917530352116;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
24106;04.2.01.0392;14;297338;6488149;19;-31.724157121160875;-71.13898189544825;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
348843;04.2.01.1201;14;285266;6487622;19;-31.72670698483404;-71.26642798194253;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
129742;04.2.02.0246;14;252279;6544689;19;-31.205687173798903;-71.60004133725805;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
342673;04.2.02.0666;14;279954;6504935;19;-31.56962323087951;-71.31857585271258;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
324395;04.2.03.0403;14;276395;6438204;19;-32.170470601568006;-71.37141228488412;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
349017;04.2.03.0492;14;292907;6465928;19;-31.92369658221086;-71.19044708017923;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
363028;04.2.04.1577;14;325455;6470047;18;-31.89202391179994;-76.84560838750124;1;1;1;0;0;0;0;0;0;0;0;0;0;0;119;S/I;S/I;10
71153;04.2.03.0026;14;276232;6442362;19;-32.132958660053575;-71.37216826406579;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
161652;04.2.03.0309;14;265334;6471285;19;-31.8700497811066;-71.48057387239375;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
337271;04.2.03.0447;14;264080;6485202;19;-31.744349325200986;-71.49044910318032;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
357584;04.2.03.0521;14;298911;6462869;18;-31.952354438818215;-77.12761558189293;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
101866;04.3.03.0219;13;313302;6594110;19;-30.77136159383971;-70.95082752180672;5;1;1;3;166140;10;0;0;0;0;1;0;0;0;12;S/I;S/I;1
134774;04.3.03.0356;13;311063;6587155;19;-30.83372865315919;-70.97549440603711;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
138773;04.3.03.0372;13;310809;6586782;19;-30.83705186582783;-70.97821786605613;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
154332;04.2.04.1141;14;328820;6470380;19;-31.88953269499833;-70.80998403619088;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
55217;04.2.01.0047;14;330210;6516390;19;-31.47483026407016;-70.78732314126518;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
90519;04.2.02.0009;14;278211;6505565;19;-31.563609449403984;-71.33678679126712;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
194992;04.2.03.0327;14;277279;6452522;19;-32.04158376384995;-71.35872206776537;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
344612;04.2.03.0485;14;282526;6445862;19;-32.102641062118714;-71.3046990565384;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
349845;04.2.03.0495;14;298021;6465546;19;-31.92806156051208;-71.13646793759312;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
342577;04.2.01.1178;14;299625;6501791;19;-31.601561709548204;-71.11207226084788;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
111852;04.2.02.0169;14;271205;6501854;19;-31.59569152495093;-71.4114093721609;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
87835;04.2.04.0332;14;315779;6487135;19;-31.7364173907472;-70.94463911655073;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
74662;04.2.04.0337;14;345460;6469953;19;-31.895766881994366;-70.6341723149762;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
36873;04.2.04.0357;14;303294;6485894;19;-31.745527912502023;-71.07660914462073;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
10356;04.2.04.0423;14;345896;6469626;19;-31.89877505375081;-70.62961542394186;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
100038;04.2.04.0508;14;325472;6463190;19;-31.953857631449903;-70.84666427323442;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
114800;04.2.04.0930;14;331697;6469710;19;-31.89600395293248;-70.77969277342663;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
119058;04.2.04.0978;14;339141;6469863;19;-31.895701927437717;-70.70098237586791;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
123195;04.2.04.0991;14;307107;6481365;19;-31.787012836803445;-71.03727245678614;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
125868;04.2.04.1005;14;333675;6469200;19;-31.900894095143748;-70.75887268382053;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
202552;04.2.04.1212;14;313456;6473190;19;-31.861779455644985;-70.97181760723969;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
238337;04.2.04.1258;14;318615;6486966;19;-31.738394494313727;-70.9147480024978;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
244959;04.2.04.1277;14;316576;6470183;19;-31.88939998736517;-70.93942279307146;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
245512;04.2.04.1291;14;315346;6470855;19;-31.883141688185827;-70.95229381489773;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
245860;04.2.04.1296;14;318065;6462403;19;-31.959790009410987;-70.92514802783805;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
246353;04.2.04.1298;14;318843;6460068;19;-31.980968756573454;-70.9173573067587;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
322535;04.2.04.1347;14;350248;6451996;19;-32.05835080472636;-70.58634278134922;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
340030;04.2.04.1430;14;314102;6486256;19;-31.74407192587188;-70.96249990175778;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
344639;04.2.04.1454;14;343588;6467899;19;-31.914034189872343;-70.65429204532131;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
344640;04.2.04.1455;14;343588;6467899;19;-31.914034189872343;-70.65429204532131;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
350399;04.2.04.1472;14;294229;6498773;19;-31.627818779142665;-71.16954639628177;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
73091;04.3.01.0086;13;287651;6609563;19;-30.627716330739304;-71.21551148082304;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
24700;04.3.01.0180;13;283894;6599874;19;-30.7144052201257;-71.25671497553185;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
334497;04.3.04.0424;13;271635;6576707;19;-30.920982355232297;-71.38980860812835;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
344279;04.3.04.0429;13;272258;6576739;19;-30.920814146856173;-71.38328661467148;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
325590;04.3.01.0722;13;266022;6607521;19;-30.6420867993916;-71.4414723816318;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
325806;04.3.01.0725;13;275640;6599253;19;-30.71847767321102;-71.34298423853876;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
337114;04.3.01.0784;13;286539;6601079;19;-30.70401709926663;-71.22886199856872;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
337440;04.3.01.0798;13;273828;6597285;19;-30.735878154384324;-71.36232628589848;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
344109;04.3.01.0823;13;293342;6615023;19;-30.579479391266272;-71.15508044741868;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
103926;04.3.02.0077;13;313043;6557929;19;-31.097602404583547;-70.96018065952897;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
232972;04.3.02.0344;13;306296;6532516;19;-31.32566230690571;-71.03578887044297;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
337122;04.3.02.0487;13;313471;6558394;19;-31.093477268882904;-70.95560950715179;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
55951;04.3.03.0032;13;344991;6567511;19;-31.01583582821314;-70.62387361909424;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
336817;04.2.04.1408;14;322466;6477339;19;-31.82580801591993;-70.87586686501422;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
136579;04.2.02.0407;14;266897;6523483;19;-31.39985808037418;-71.45168336890673;1;1;1;0;0;0;0;0;0;0;0;0;0;0;119;S/I;S/I;10
363417;04.1.02.0403;12;283435;6658029;18;-30.18993990602648;-77.2494229738062;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
134655;04.2.04.1079;14;324446;6472383;19;-31.870804315987957;-70.85585008097758;5;1;1;3;167588;14;0;0;0;0;1;0;0;0;12;S/I;S/I;1
260982;04.2.04.1329;14;330211;6491223;19;-31.70178596973865;-70.7916516309994;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
266842;04.2.04.1333;14;326693;6488190;19;-31.72860948835117;-70.82929550234876;5;1;1;2;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;2
179805;04.2.01.0937;14;325794;6508441;19;-31.545856021935048;-70.83518955175613;5;1;1;2;198962;57;0;0;0;0;1;0;0;0;12;S/I;S/I;3
33925;04.2.03.0016;14;295866;6448411;19;-32.08215453509205;-71.16287475949119;5;0;0;3;166204;11;0;203025;77;0;0;0;1;0;12;S/I;S/I;1
337269;04.2.03.0445;14;264080;6485202;19;-31.744349325200986;-71.49044910318032;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
352664;04.3.01.0879;13;265057;6609256;19;-30.626255547064073;-71.45113945828179;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
337273;04.2.03.0449;14;264080;6485202;19;-31.744349325200986;-71.49044910318032;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
126914;04.3.03.0296;13;347147;6589122;19;-30.821190817762243;-70.59805057764227;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
244964;04.2.04.1278;14;317941;6463524;19;-31.94966231949899;-70.92624846443915;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
356100;04.3.03.0788;13;311870;6602846;19;-30.69235204274271;-70.9641842599931;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
363910;04.3.02.0595;13;312040;6545115;18;-31.212994197776617;-76.97308487825603;1;1;1;1;0;0;0;0;0;0;0;0;0;0;119;S/I;S/I;7
353478;04.2.01.1242;14;275796;6497479;19;-31.636034602887932;-71.36405469698819;5;1;1;1;167586;3;0;0;0;0;1;0;0;0;12;S/I;S/I;4
65177;04.1.06.0109;12;339908;6664925;19;-30.136483722952473;-70.66204704035104;1;1;1;0;0;0;0;0;0;0;0;0;0;0;119;S/I;S/I;10
196892;04.1.05.0165;12;356116;6651695;19;-30.25785718009828;-70.49563239048261;1;1;1;0;0;0;0;0;0;0;0;0;0;0;119;S/I;S/I;10
4686;04.2.04.0058;14;315441;6486865;19;-31.738797485691855;-70.9482562642487;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
131591;04.2.01.0787;14;280222;6493918;19;-31.668992137453564;-71.31821601322233;1;1;1;0;0;0;0;0;0;0;0;0;0;0;119;S/I;S/I;10
134555;04.2.03.0164;14;276683;6476077;19;-31.829136439824833;-71.3595960214379;1;1;1;0;0;0;0;0;0;0;0;0;0;0;112;S/I;S/I;10
360759;04.2.01.1323;14;305555;6501680;18;-31.603580536902573;-77.0496230448215;1;1;1;0;0;0;0;0;0;0;0;0;0;0;119;S/I;S/I;10
62637;04.2.04.0662;14;326904;6487593;19;-31.734024929824105;-70.82717499568618;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
75265;04.2.02.0043;14;259052;6502478;19;-31.58758598779497;-71.53924007833857;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
366469;04.2.02.0857;14;267835;6502678;18;-31.58758869700276;-77.44670620616377;1;1;1;0;0;0;0;0;0;0;0;0;0;0;119;S/I;S/I;10
364984;04.2.01.1367;14;290366;6486525;18;-31.73754248899335;-77.21286944289952;1;1;1;0;0;0;0;0;0;0;0;0;0;0;119;S/I;S/I;10
364645;04.1.02.0410;12;299772;6682653;19;-29.97066766268696;-71.0751879625922;10;1;1;0;0;0;0;0;0;0;0;0;0;0;11;S/I;S/I;10
17443;04.1.05.0031;12;357142;6658702;19;-30.19476655445151;-70.48402077443079;1;1;1;0;0;0;0;0;0;0;0;0;0;0;119;S/I;S/I;10
80520;04.2.04.0157;14;329096;6469843;19;-31.894416588902665;-70.80716158053292;1;1;1;0;0;0;0;0;0;0;0;0;0;0;119;S/I;S/I;10
364554;04.3.01.1047;13;280587;6597657;18;-30.733789757375117;-77.29169867337636;1;1;1;1;0;0;0;0;0;0;0;0;0;0;119;S/I;S/I;7
330835;04.1.01.0418;12;295505;6685754;19;-29.941997367969176;-71.11879327757148;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
59861;04.2.01.0261;14;296105;6482454;19;-31.7752830028876;-71.15317616289484;5;3;0;3;207751;57;0;168358;89;0;1;0;0;0;12;S/I;S/I;1
98754;04.2.01.0326;14;296971;6483922;19;-31.762202054171247;-71.14373114946352;5;1;1;2;163504;4;0;0;0;0;1;0;0;0;12;S/I;S/I;3
14658;04.2.01.0332;14;295254;6477043;19;-31.823914463595035;-71.16329418163552;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
127148;04.2.01.0769;14;295632;6484811;19;-31.753948404546637;-71.15767474600887;5;1;1;1;163648;3;0;0;0;0;1;0;0;0;12;S/I;S/I;4
334278;04.2.01.1141;14;296695;6498604;19;-31.62978153366096;-71.14359668634101;5;1;1;3;171189;21;0;0;0;0;1;0;0;0;12;S/I;S/I;1
356903;04.2.02.0742;14;253546;6538407;18;-31.2625790221871;-77.58829885682329;5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;S/I;S/I;10
